,description,id,rating,title,category
24720,$32.50 12-Oct-15,vPUTmVPc1E,4,$32.50 12-...,territory
25070,Spouse: Like,rIuNKFl5nr,5,Spouse: Li...,territory
25073,Haven't Played Yet.,rIuNKFl5nr,4,Haven't Pl...,territory
25077,Some great mechanisms going on here from the hidden bidding to the semi-draft. Just a really nice game.,rIuNKFl5nr,4,Some great...,territory
25081,Really am enjoying this game+ Easy to learn+ Love bidding/price setting+ One of the most balanced games I have ever played- Art is iffy,rIuNKFl5nr,4,Really am ...,territory
25082,Weight: 2.28 / 5,rIuNKFl5nr,3,Weight: 2....,territory
25083,"2-5 players, 30-45 minutes, medium light, tile laying/auctionAlthough I was not convinced after my first game, I purchased it after a while and have since played several games with my son (10). Although the auction mechanism works better with more players, we enjoy the game as a 2-player game.Verdict: keeper",rIuNKFl5nr,4,2-5 player...,territory
25089,"Just played it once two-player, feel like it might be better with 3-4.  The rating has more potential to go up than down.",rIuNKFl5nr,3,Just playe...,territory
25090,Too luck-dependent for a game in which one has to think that hard.,rIuNKFl5nr,2,Too luck-d...,territory
25092,Fantastic game! Lots of scoring options and plays relatively quick after your first few playthroughs. This is one of my absolute favorites.,rIuNKFl5nr,4,Fantastic ...,territory
25099,"Took no time to learn. Not legendary by any means, but it uses incredibly familiar game elements very effectively. I wish it had any other theme though - the theme and art are perfectly serviceable but just SO BORING. I would like to play this same game but build a space colony. Or a daycare. Or a hermit crab habitat. Basically anything except ""historical countryside"".",rIuNKFl5nr,3,Took no ti...,territory
25111,"*** Druids expansion??? Didn't hear any buzz about it
And the first expansion supposedly mess with the elegance",rIuNKFl5nr,3,*** Druids...,territory
25114,"Perfectly fine. The draw is weird and you can get hosed by turn order, but the economy is potentially interesting and the scoring is mildly novel.",rIuNKFl5nr,3,Perfectly ...,territory
25119,"Expansions:
- Journeyman (DE Import)
- Druids
- Themenplättchen (DE Import)

If you like the idea behind Carcassonne, but you're looking for a bit more competition and varying goals - this is the game for you. Bonus is that it's very inexpensive and is quite replayable in my opinion.",rIuNKFl5nr,4,Expansions...,territory
25125,"I keep thinking I understand this game and then changing my mind. I can't decide if it's incredibly intricate or just slightly random. It feels like you don't have much agency, but I suspect this is just because I'm not good at the game.

Example:
I recently played a game where I thoroughly destroyed everyone after the first few rounds. I'm ahead by at least 50 points. But this means everyone else starts making ridiculous amounts of money for being behind me and I can't afford anything in the last round or two. Even so, I'm generating way more points than everyone else. But all that money I flooded into the game turned into points at the end and I lose by 4. I was completely blindsided.",rIuNKFl5nr,3,I keep thi...,territory
25127,"While very clever, I've never been big on auction mechanisms. This game fills the same void as Carcassonne for me, and I would always rather play Carcassonne. 

In the end, I sold it off.",rIuNKFl5nr,3,While very...,territory
25136,Fun little game -- Carcassonne with some twists.,rIuNKFl5nr,3,Fun little...,territory
25148,Tile laying games do not historically work for us but this one is getting consistently good reviews and seems to have more going on than Carcassonne. ,rIuNKFl5nr,3,Tile layin...,territory
25156,Need to try this again - auction games need more than one play,rIuNKFl5nr,3,Need to tr...,territory
25159,"min 2
max 5",rIuNKFl5nr,4,"min 2
max ...",territory
25160,"Not a huge fan of tile laying games for starters, and I found the buying mechanic a little annoying. Requires a lot of looking at other peoples stuff which bogs down the game with AP players.",rIuNKFl5nr,2,Not a huge...,territory
25162,[GAUDET],rIuNKFl5nr,3,[GAUDET],territory
25168,"IoS is both a bit odd and a bit charming because of the dual nature of the game. The first part is the sales phase (auction is not quite right) and the second is the tile placement phase. While on the surface that seems like it wouldn't work or, at best, be disjointed, it's surprisingly smooth. I like how you've got a bit of player interaction in the sales and then a bit of navel-gazing in the tile placement. 

A couple of notes from a recent play:
-Everyone thought the game ended a round too soon. Several players mentioned that they would like one more round where all the bonuses scored.
-After playing at both 3 and 4 players, I think 3 is the ideal player count. With 4, it is too difficult to both consider your own strategy and get a sense of what other players need or guess what they will offer up.
-Still a bit confused by the scroll scoring. Need to read the rules more clearly on that.

This is still a game I would like to have in my collection but I don't absolutely need it.",rIuNKFl5nr,3,IoS is bot...,territory
25170,"If you love Carcassonne and looking for a game to replace it, this is not. The bidding tile part feel really clunky and disconnected to the game",rIuNKFl5nr,3,If you lov...,territory
25173,"Best: 3-4
Time: 30-50 Min
Weight: 2.24",rIuNKFl5nr,2,"Best: 3-4
...",territory
25180,"I love the theme, and the game play.  Feels like a better version of Carcassone for me.  Another plus for it is my wife will play.",rIuNKFl5nr,4,I love the...,territory
25189,Tile placement,rIuNKFl5nr,3,Tile place...,territory
25191,"(App) Great decisions to be made, and I like the variability of scoring goals. However, economy can be screwy, getting stuck with 1 or no tile sucks, and score-keeping can be cumbersome.",rIuNKFl5nr,3,(App) Grea...,territory
25196,"http://meeplelikeus.co.uk/isle-of-skye-2015/

http://meeplelikeus.co.uk/isle-of-skye-2015-accessibility-teardown/",rIuNKFl5nr,4,http://mee...,territory
25203,"I also want to try out Skye Frontier: 
http://sedjtroll.blogspot.com/2015/11/skye-frontier-mashup-also-word-about.html
http://sedjtroll.blogspot.com/2016/02/skye-frontier-isle-of-skye-king-of.html",rIuNKFl5nr,4,I also wan...,territory
25207,"2-5, 40m",rIuNKFl5nr,3,"2-5, 40m",territory
25209,"Tile laying mediocrity. Which, I guess, is kind of a redundancy.",rIuNKFl5nr,2,Tile layin...,territory
25211,"W/ Promo: Themenplattchen

Played through this once at a meetup and really liked it, enough to grab it myself. It fits into that medium-weight game that I can get the non-boardgamers in my life to enjoy and it has enough depth for the hardcore gamers too. The auction mechanic is probably the hardest for non-gamers to wrap their heads around.",rIuNKFl5nr,3,W/ Promo: ...,territory
25214,"+ Great variety between different games.
+ Fun at two players. Much deeper at higher player count.

- Doesn't feel very immersive or thematic.",rIuNKFl5nr,3,+ Great va...,territory
25215,Solid game with a huge replay value. You cannot use the same strategy in each game because there are 4 randomly drafted point tiles. Would recommend it to anyone who loves Carcassonne!,rIuNKFl5nr,4,Solid game...,territory
25216,"I thought I _should_ get a similar game to Carcasonne that was relatively new. But glad I played this instead of buying it sight unseen. Gorgeous components, nice gameplay but the tile-laying and trying to get things to line up just didn't do it for me.",rIuNKFl5nr,2,I thought ...,territory
25223,"Pricing your tiles is such painful fun. Of course, I'm awful at it.",rIuNKFl5nr,3,Pricing yo...,territory
25225,"Despite being one of the most accessible games in my collection; Isle of Skye is chock-full of rich decisions. The balance of pricing your tiles while leaving your wallet plump enough to buy other tiles is fabulous, and the end-round scoring mechanism forces players to develop both short-term and long-term strategies. The catch-up mechanism seems too strong on it's face, but is quite fair in practice, even at the higher player counts. Isle of Skye is a game of assessment. Determining the value you place on each tile for yourself, and weighing that against the presumed value to your opponents is the heart of the game, and makes the game highly replayable since the valuation methods (scoring tiles) change not only round to round, but game to game as well.",rIuNKFl5nr,4,Despite be...,territory
25227,"Simply bidding and simultaneous play make this one a quick play.
I look forward to playing this at higher player counts to make the field a little more accessible.",rIuNKFl5nr,3,Simply bid...,territory
25237,"(1/17) 8. Very fun game with lots of interesting decisions and nice variable scoring.  Moves quicker and smoother than I expected and reported problem of difficult iconography didn't like an issue to me.

(10/17) Drop to 6. Subsequent play fell flat but I'm eager to try it again as the first play was so promising.",rIuNKFl5nr,3,(1/17) 8. ...,territory
25545,"I'm not convinced by this game.  I think it can be very obtuse in the way it plays with some people.  I'm not 100% sure it works with everyone well. I've had some joy playing it for sure.  But I'm not sure I get what all the praise is about.  It doesn't appear to be more than a filler while waiting around, and i'm not convinced it does a great job of that considering what else has been around for years has done just as well.",1EXtdJ7zva,2,I'm not co...,deduction
25546,A great game for large parties.,1EXtdJ7zva,3,A great ga...,deduction
25553,ROTATING OUT,1EXtdJ7zva,3,ROTATING O...,deduction
25554,"The only ""game"" here is how clever you can be formulating questions and answers which I personally find to be stressful work and not fun.  Your mileage may vary.",1EXtdJ7zva,1,"The only ""...",deduction
25568,I hate being the spy. I love being the spy. WOW is this fun.,1EXtdJ7zva,4,I hate bei...,deduction
25577,"A little too intense to make the game fun or very social--I dislike social games where the spotlight is on one person at a time. Clever, but the play experience leaves me wanting. The absence of player aids for the spy is also disappointing.",1EXtdJ7zva,3,A little t...,deduction
25585,"Excellent game, but not up to the hype it was given.",1EXtdJ7zva,2,Excellent ...,deduction
25592,"Hugely group dependent.  If played with the right type group this game shines.  Requires open minded, creative people.  Easy for this game to fall flat with the wrong people.  I've seen people laughing so hard they cry and on the opposite end I've seen people look like a deer in headlights trying to answer or propose a question.",1EXtdJ7zva,3,Hugely gro...,deduction
25600,"Homemade edition.
",1EXtdJ7zva,4,Homemade e...,deduction
25603,"PnP Version
The more we play this, the more I think it's become the ideal party game. Easy to explain/teach and quick to pick up on.",1EXtdJ7zva,3,PnP Versio...,deduction
25605,I just... didn't get it.,1EXtdJ7zva,1,I just... ...,deduction
25613,Barely counts as a boardgame. ,1EXtdJ7zva,1,Barely cou...,deduction
25614,"Spyfall is a very simple game in which a player has to guess/deduce in what location are the rest of the players. They do so by scrapping information from the questions and answers that the players ask one another. At the same time, players have to identify who among them is the spy.

It can be fun for a few rounds, but until players have explored the game for a time and know all the locations, the game can be a bit cumbersome as players ask for the rulebook to look at the collage of locations.",1EXtdJ7zva,3,Spyfall is...,deduction
25615,Party Game. What a great design! I was surprised to enjoy this game as much as I do. Nicely balanced and a ton of laughs.,1EXtdJ7zva,4,Party Game...,deduction
25617,Reliant completely on the table you're playing with.,1EXtdJ7zva,3,Reliant co...,deduction
25618,Reliant completely on the table you're playing with.,1EXtdJ7zva,3,Reliant co...,deduction
25628,"Itch: party, bluffing",1EXtdJ7zva,3,Itch: part...,deduction
25632,The premise isn't new and can be fun really. It's just one of the less fun party games and would rather play another game than this one. ,1EXtdJ7zva,3,The premis...,deduction
25639,sleeved,1EXtdJ7zva,3,sleeved,deduction
25646,"http://meeplelikeus.co.uk/spyfall-2014/

http://meeplelikeus.co.uk/spyfall-2014-accessibility-teardown/",1EXtdJ7zva,3,http://mee...,deduction
25648,All cards sleeved.,1EXtdJ7zva,3,All cards ...,deduction
25649,A decent and fast party game. Fun for what it is.,1EXtdJ7zva,2,A decent a...,deduction
25652,"Interesting idea for a game, but it does not work as a party game. In order to play, you need to know the locations well which means that it is hard to pick up and play at a party.",1EXtdJ7zva,2,Interestin...,deduction
25654,"Good game, but you need the right group. Similar to Avalon in that regard.",1EXtdJ7zva,4,"Good game,...",deduction
25655,"3-8 players (best 6)
15 minutes",1EXtdJ7zva,3,3-8 player...,deduction
25656,Always a hit.  Will play again.,1EXtdJ7zva,4,Always a h...,deduction
25668,"Fun social deduction game, even with 3 players. Can be a bit hard to come up with questions and answers at times.",1EXtdJ7zva,3,Fun social...,deduction
25671,"Love this game, but can get stale if played too much (which it has been).",1EXtdJ7zva,3,Love this ...,deduction
25672,The idea is great. The game gets repetitive after a few plays. It is heavily group dependent and only some games turn out really good.,1EXtdJ7zva,3,The idea i...,deduction
25679,"Hilarious, simple, easy to teach. Quick to play and a hell of a lot better than CAH.",1EXtdJ7zva,4,"Hilarious,...",deduction
25682,"The theme of Spyfall makes literally no sense, but that's supposedly part of the fun. In reality, this obtuse concept creates surprisingly awkward situations, which conflicts with its party-game audience. Granted if watching your friends struggle to ask thoughtful questions, and provide strange answers, then you might like Spyfall, but its novelty never clicked with me.",1EXtdJ7zva,1,The theme ...,deduction
25694,"(11/15) 7.

(9/17) 7. Played this once recently after not playing for a while and had a great time.  So much pressure on the spy! It's great.",1EXtdJ7zva,3,(11/15) 7....,deduction
27956,"Sounds and looks like a great concept and could be loads of fun, but we just cannot seem to get any of our friends (gamers or not) to get into it. Sits on the shelf rusting like an uncleaned Colt.....Revitalised as my kids hit their tweens. The boys love it....",AaRXSVtjLn,3,Sounds and...,deduction
27961,It's a fun game with some interesting tactics.  Sometimes it can play a bit long for what it is.  Roleplaying enhances the game. Plays best with 6 or 7 people.  8 if you have dodge city.,AaRXSVtjLn,2,It's a fun...,deduction
27963,from 7.5 to 7...it's fun but so many better games out there. still a great game for 7 players,AaRXSVtjLn,3,from 7.5 t...,deduction
27965,"very stupid and loads of fun.   :-)""i'd like to BANG !""LOL",AaRXSVtjLn,3,very stupi...,deduction
27970,Participated in a game with 16 players. Got to play two cards and then I was dead. Others seemed to like it and there seemed to be a game when there was 6-7 left. Wanna try it again someday.,AaRXSVtjLn,3,Participat...,deduction
27991,"[color=#CC0000]

A lot of fun.  Exceptional value for the money, and the more players the better.

[/color]",AaRXSVtjLn,3,[color=#CC...,deduction
27992,I find this game to be tedious and unbalanced. ,AaRXSVtjLn,2,I find thi...,deduction
27993,"The problem with Bang is that the turns take too long, and players lose focus on what they should be doing. Even worse, new players always have to be explained the rules again on their turn, every turn. 

I found this so hard to get my casual friends to enjoy that I unfortunately never bring it to the table any more. There are much better party games for 6+ people, such as Captain Sonar.",AaRXSVtjLn,2,The proble...,deduction
27994,"One of the few large group, non party games I have so great for large groups. However the elimination becomes a bigger issue as the group gets bigger. My Younger cousins like it but it can become two slow and take to much time to keep their concentration friendly/ The most annoying part is i always have to remind new players to look at the card that explains, special symbols!",AaRXSVtjLn,2,One of the...,deduction
27999,"Fun, light filler, good to play when there are a lot of players",AaRXSVtjLn,3,"Fun, light...",deduction
28000,"How you play depends on the role you've been given and what you can determine of the others at the table. So if you're playing with new players it can be difficult to determine who you should be shooting at.
It does seem well balanced with the increasing player count bringing in new roles.",AaRXSVtjLn,3,How you pl...,deduction
28002,Just one play.  Sorta cute.  I can tell I'd get sick of it if I played it often.,AaRXSVtjLn,2,Just one p...,deduction
28004,"I don't dislike the game, but the player elimination element is awkward. I'd rather play The Resistance.",AaRXSVtjLn,3,I don't di...,deduction
28007,"See Bang: the bullet
Great group game. Hard to predict, funny way to Bang the night away. We",AaRXSVtjLn,4,See Bang: ...,deduction
28009,"I've only played with four players which wasn't exactly exciting. Would definitely give it a shot with 6-7 players.

Update: MUCH better with 6 players. ",AaRXSVtjLn,3,I've only ...,deduction
28010,This game is a classic for sure. The base game is pretty fun and quick. It really shines at the highest player count and falls a bit flat at the lower player counts. I love the spaghetti western theme and the Italian/English cards. ,AaRXSVtjLn,3,This game ...,deduction
28015,"I heard good things about this game just like I heard Talladega Nights was funny. NEVER listen to fools. This game is not god aweful but it is close. I like the theme and feel and was excited to play my first game. After two turns around I was dead and sat around waiting for about 45 minutes for the game to end. Elimination games suck. Well the second game I stayed in till the bitter 90 minute end. I was the sheriff and after about a half hour I couldn't care less what happened as long as it ended soon....no such luck. Elimination, down time and lack of card play options drag this game down.

Overall Score 3, Appearence 4, Components 5, The Box (storage) 4, Rulebook 6, Ease of Play 6, Mechanics 4, Involvment 4, Replayability 5, Uniqueness 5, Luck 8 v Strategy 2 (The higher the number the more it leans that way.)",AaRXSVtjLn,1,I heard go...,deduction
28018,"Only worthwhile in a big group, and only for a few plays",AaRXSVtjLn,2,Only worth...,deduction
28019,"Although I like the theme and I do not think that it is a bad game, I simply do not enjoy playing it. I get bored. The game lasts three times as much as I can maintain interest in it. Also, unlike other hidden role games, the first turns are a total crapshoot were everybody is shooting neighbors without any clue as to whether they are friend or foe.",AaRXSVtjLn,2,Although I...,deduction
28020,"Good B&P game. Short enough to play several hands in one sitting.  At its best with 5 or 7 players, but still good with 4 or 6.  One bad thing: players can be kicked out and be left uninvolved for a while.",AaRXSVtjLn,3,Good B&P g...,deduction
28025,"This one gets such a low rating from me because the dice game version is just so much more fun, and SO much faster!",AaRXSVtjLn,1,This one g...,deduction
28026,"Fun until the 5th plays, then the game play itself",AaRXSVtjLn,3,Fun until ...,deduction
28033,"Seriously flawed hidden role game that hinges on the moment in which the outlaws turn on the sheriff.  With no way to get extra information, before that moment everyone just shoots randomly, and after that moment, everyone just shoots the outlaws.  The flavor is great, and there IS potential here, it's just wasted potential.",AaRXSVtjLn,2,Seriously ...,deduction
28034,Given to John,AaRXSVtjLn,4,Given to J...,deduction
28039,really nice............,AaRXSVtjLn,4,really nic...,deduction
28049,"It is not a hidden roles game, really, since 2-3 rounds in, everyone's role is obvious.

It is slightly deeper than WAR, I suppose, but the outcome of the game still feels very much determined by the cards that you draw. Nothing is more disheartening to watch the sheriff whittle down two bandits while they desperately search the deck for a gun with enough range.",AaRXSVtjLn,2,It is not ...,deduction
28051,Decently fun but found it tough to catch up if you fall behind early on,AaRXSVtjLn,3,,deduction
28055,Too long; player elimination.  Fun sometimes.,AaRXSVtjLn,2,Too long; ...,deduction
28057,"Good to great condition, complete.",AaRXSVtjLn,3,Good to gr...,deduction
28062,"4-7, 30m",AaRXSVtjLn,3,"4-7, 30m",deduction
28068,"This is supposed to be a quick short game, no? Well my two games of this just dragged on and on! Crikey. And I just don't like the violent theme.",AaRXSVtjLn,1,This is su...,deduction
28074,"Like Shadow Hunters, the hidden role/traitor element takes a back seat to take that mechanics and random shit happening in practice. I don't get it.",AaRXSVtjLn,2,Like Shado...,deduction
28076,"Cute more beer and pretzels style game, but is fun with the right crowd.",AaRXSVtjLn,2,Cute more ...,deduction
33291,Speechless. Masterclass in game design.,yPwGVk8lB2,5,Speechless...,territory
33295,"This is definitely not for me. The decisions are good, theme is good, but it’s the type of game you need to play again and again to become proficient at it. I’m not a fan of these.",yPwGVk8lB2,3,This is de...,territory
33296,Weight: 4.29 / 5Includes Folded Space insert,yPwGVk8lB2,3,Weight: 4....,territory
33297,"1-4 players, best with 3-4, medium heavy, 90-120 minutes. Reimplementation of Terra Mystica with a space theme. I really like TM and GP is a smoother game so have traded TM away (shelf space is limited...), although I do feel the 2 can easily co-exist.Really like the them and mechanics and have played several games now with 1-4 players, which all work quite well.Recommended!",yPwGVk8lB2,4,1-4 player...,territory
33311,"It's Terra Mystica in space, all right. One hopes that the factions are better balanced, but I was never good enough at Terra Mystica to care.",yPwGVk8lB2,3,It's Terra...,territory
33317,"This game is brilliant. You start off feeling so poor you're groaning whenever it's your turn. From there you spend ten minutes trying to figure out what (if anything) you can squeak out of this super tight system. And then all of a sudden, you get to do stuff. Not as much as you'd like to, but still way more than you have been. And it feels so satisfying. You earned that tiny little mining colony and you're proud of it. This is the most immersive game I've played in a long time. I got done with a 2.5 hr game late at night and I honestly just wanted to play again.

TM vs Gaia: Get TM if you want something a bit tighter with fewer options. Get Gaia if you want more ability to chain moves together in interesting ways. I personally prefer Gaia, but they're similar enough that it's just a small matter of preference. (Also TM supports 5 players, and Gaia supports 1 player.)",yPwGVk8lB2,5,This game ...,territory
33332,What Terra Mystica should have been. At least at 2 players. Outstanding game. ,yPwGVk8lB2,4,What Terra...,territory
33333,"A game that captured my imagination and made me want to play again and again, but since I didn't own a copy, I didn't get it played soon enough. And now I feel like I'd have to relearn all those basic lessons again and going back isn't as appealing.",yPwGVk8lB2,4,A game tha...,territory
33341,Love this game.  3 plays and 3 different strategies for winnging because of the asymmetric races.,yPwGVk8lB2,4,Love this ...,territory
33343,A great re-implementation of a great game.,yPwGVk8lB2,4,A great re...,territory
33344,"All of the actions in this game seem simple on the surface, but everything is intertwined and ultra complex. There is a lot to wrap your mind around at any given point from tracking your resources, to what is scoring this round, to ""which tech track is ideal for my faction"". There is a lot happening, but the payoff is a wonderful, enticing game that gets more interesting with each play.",yPwGVk8lB2,5,This will MELT YOUR FACE OFF,territory
33353,"8.7 / 2-4p Best 3-4 / 60-150m / 4.30  (Improves on Terra Mystica, Jon strategic game #2)",yPwGVk8lB2,4,8.7 / 2-4p...,territory
33364,"While I originally was smitten with this game, I've cooled on it significantly. I think it works as a ""sense of discovery"" game, which I mistook for a game that would inspire mastery. Turns out I quickly got bored of playing the same faction more than once, and found myself picking sub-optimally simply to try something else, rather than pick the obvious choice.

I get that there are people who dive into this game headfirst and it will probably have similar staying power to Terra Mystica for many, but I've sort of squeezed out of this game what there is is to squeeze out.

It still has that TM problem where the game is essentially decided at setup. With Dominion, it's less of a crime, but in a 3-hour game it becomes a grind.

My opinion of it goes down every time I play it.",yPwGVk8lB2,3,While I or...,territory
33367,"Only two of my games have a plywood insert. One is Twilight Imperium, the other one is this.",yPwGVk8lB2,5,My favourite heavy euro,territory
33369,"Any game I can play for hours and hours and not notice how much time has passed is top notch. The build-up to that one huge move, the balance between tactics and strategy, the ability to destroy the plans of others or see yours destroyed because your ""friend"" built a better federation than you out of nowhere: all of these factors make for a fantastic game.

I also like the math crunch that occurs in the last two* rounds and the weird balancing act of rewinding your buildings to jive with the round scoring. 

This game might become a 10 for me.

*Experts are probably crunching the entire game.",yPwGVk8lB2,5,Any game I...,territory
33372,Just jumped into this one on release without having played Terra Mystica. This game is all about that tech tree and using your faction with the initial setup to get the most out of it. Really good solo option and the 2-player game is quite fun. ,yPwGVk8lB2,4,Just jumpe...,territory
33375,"Gaia Project improves upon the, albiet few, shortcomings of its predecessor, Terra Mystica. Most obviously, the bland Cult tracks and Favor tokens, have been replaced with a fabulous tech tree system, which equips players with various ways to customize their abilities, income, and point scoring methods. However, the biggest improvement is the variable End Game contests. Where Terra Mystica's end game was static and uninteresting, Gaia forces players to compete for new objectives, giving each game a distinct focus. Mix this with the myriad of races, and technology tiles, and players will have a new puzzle to crack with each play. I still dislike the overbearing round scoring tiles, but Gaia improves just about everything else.",yPwGVk8lB2,4,Gaia Proje...,territory
34607,"scored the iello version, lovely art on such a neat two player game. A must for any collection.",Hkx63V3Zda,4,scored the...,deduction
34608,"scored the iello version, lovely art on such a neat two player game. A must for any collection.",Hkx63V3Zda,4,scored the...,deduction
34611,"Played two basic games, which was fun. Traded away to make room for other games.",Hkx63V3Zda,3,Played two...,deduction
34614,Components and better art give this a higher mark than Battle Line. I also like having clear player aid for both players and enjoy that there are slightly less cards in this version which makes for quicker game.,Hkx63V3Zda,3,Components...,deduction
34617,good two player and travels easy.,Hkx63V3Zda,3,"Simple battle game, just cards mostly.",deduction
34627,Sleeved.,Hkx63V3Zda,3,Sleeved.,deduction
34630,Simple set collection game that uses three-card poker hands. There are 9 stones and the player that wins 5 or 3 in a row wins. It is surprisingly engaging and fun.,Hkx63V3Zda,4,Simple set...,deduction
34631,Very short game for when we only have a few minutes. The cartoony look is deceiving. This game requires thought. Both strategy and tactics are important.,Hkx63V3Zda,3,Very short...,deduction
34640,"A perfectly fine little 2 player card game. I wouldn't pick it over a lot in my collection, but I don't I'd ever turn down a game",Hkx63V3Zda,3,A perfectl...,deduction
34642,"http://meeplelikeus.co.uk/scotten-totten-1999/

http://meeplelikeus.co.uk/schotten-totten-1999-accessibility-teardown/",Hkx63V3Zda,4,http://mee...,deduction
34646,"You spend this game pushing your luck, strategizing with limited resources, balancing combinations, and making logical deductions. It’s simple and deep, just the way I like it.",Hkx63V3Zda,4,You spend ...,deduction
34647,"What a nice game! I really like this. It is *much* better than Lost Cities, I think. Also, the cute animations and the bright colours really are fun. I haven't yet played with the tactics cards but so far I really like it without them. I have played Battle Line with the tactics cards but didn't think much of them. Perhaps I will change the rating after playing with the tactics.

2007-11-08 - Bought
2016-07-20 - Rating 7.25 -> 7
2017-04-15 - Sold BGG",Hkx63V3Zda,3,What a nic...,deduction
34651,"Argentinian edition
(Bureau de Juegos)",Hkx63V3Zda,3,Argentinia...,deduction
35139,Got the PnP. A good game to play during work breaks.,uBmwnw5A4w,4,,territory
35140,This is a solid little filler game. Feels like an awesome Solitaire killer.,uBmwnw5A4w,3,This is a ...,territory
35142,"I was skeptical, but this turned out to be a fun little puzzle. I don't know that it will stick around for all that long but it feels like a card version of Sagrada. I can't imagine ever wanting to play Sprawlopolis cooperatively though. Also, it should just be a phone app.",uBmwnw5A4w,3,I was skep...,territory
35144,"My go to travel game. I will often throw it in my pocket as I walk out the door to a family get together. Quick, simple to play, but challenging everytime!",uBmwnw5A4w,4,My go to t...,territory
35145,There a lot of game here... works best with 1-2,uBmwnw5A4w,4,So dense for a game I can bring to the bar,territory
35151,Fun little solo puzzle. Don't play this with other people.,uBmwnw5A4w,3,Fun little...,territory
35154,One play (solo).,uBmwnw5A4w,3,One play (...,territory
35159,PnP,uBmwnw5A4w,3,PnP,territory
35160,"I always feel like I can just pull out Sprawlopolis for a quick little game to get my mind juices flowing and then end up taking way more time than expected as I thoroughly think through each card placement. This is a perfect game for me, and scratches the perfect itch for minimal, tight, thinky puzzle games that don't overstay their welcome or require too much...anything really. The expansions all add a little something that's fun to play with at times, but the standard set of cards is a perfectly crafted experience that's really only soured by a few unlucky scoring combinations that can be drawn. I believe there's one combo that's been discovered to be literally unbeatable within the rules of play due to the way the scoring objectives counteract one another.",uBmwnw5A4w,4,A Tight and Meaty Puzzler,territory
35161,"A game for which winning seems attainable, but it's just out of reach, and so I keep going back. Maybe this time? The footprint vs. depth of play is amazing.",uBmwnw5A4w,4,A game for...,territory
35162,"I loved Circle the Wagons, but this blows it out of the water. 
- Takes way less table space
- The mechanics seem better suited to co-op
- The artwork is fantastic
- Higher player count",uBmwnw5A4w,4,I loved Ci...,territory
35167,"Perfect puzzle for me to pass small, 15 minute chunks of time.  I love the portability and the palette used for the cards as well as how easy this game is to teach.",uBmwnw5A4w,4,Perfect pu...,territory
35168,"Perfect puzzle for me to pass small, 15 minute chunks of time.  I love the portability and the palette used for the cards as well as how easy this game is to teach.",uBmwnw5A4w,4,Perfect pu...,territory
35176,"Carcassone but better. It's lighter, faster, yet still deep and challenging. The co-operative nature makes it a friendlier light game experience. Most importantly, the cards are much less fiddly than Carcassone's tiles. You can always fit them together, only your strategy dictates where you'll place them. 

Really brilliant game. One of my favorite light games.",uBmwnw5A4w,4,Carcassone...,territory
35177,A very fun spatial puzzle. The modular mini-expansions add some cool twists.,uBmwnw5A4w,4,A very fun...,territory
35179,"If you've ever wanted to be as cool as that Mark guy from the first two seasons of Parks and Rec, but didn't want to spend the time and money going to school for ... regional planning (maybe?) then Sprawlopolis is the game for you! Okay, that doesn't sound that cool, but I promise that the game is! This awesome wallet game takes only 18 cards and makes them into a thought-provoking game where you need to strategize accordingly to please the city officials, and not make too many mistakes! Let's take a look!

https://settleroftheboards.com/sprawlopolis",uBmwnw5A4w,5,Sprawlopolis: A City in Need of Building!,territory
35180,"I like it. I do like circle the wagons more though, and they play out in a similar fashion.",uBmwnw5A4w,3,I like it....,territory
35429,Haven't Played Yet.,WyCNVFqDN2,2,Haven't Pl...,deduction
35430,Awesome challenging game!Cant wait to try it again!,WyCNVFqDN2,4,Awesome ch...,deduction
35432,"2-4 players, 120 minutes, medium heavy, deduction/worker placement.Really like the theme, the look and the mechanics.Rating based on 1st plays with 2, 3 and 4 players, which were a lot of fun, although I must admit I'm not that good at it unfortunately. Doesn't hit the table much, so consider trading this one away.",WyCNVFqDN2,4,2-4 player...,deduction
35433,2-4,WyCNVFqDN2,3,2-4,deduction
35450,Congress of Gamers 2018 Winter Math Trade,WyCNVFqDN2,1,Congress o...,deduction
35451,2-4p,WyCNVFqDN2,4,2-4p,deduction
35457,Brain burner.  Excellent mix of deductive reasoning and worker placement.  Innovative integration of the app works flawlessly and really adds to the game.  ,WyCNVFqDN2,4,Brain burn...,deduction
35459,"I believe this is the heaviest weighted game we have in our collection at the moment. I see many people trading their copies of Alchemists, many unopened or unpunched. I think this is a huge mistake! This game is incredible. It is equal parts deduction and worker placement. The rules are quite intimidating but the game offers 2 variants for players just starting out and players who are more confident with the gameplay. This game's use of smart phones/tablets/computers is awesome. All players can share on device or use their own personal devices by inputting a shared code that is randomly generated. This code is linked to the game's deduction element and ensures that all player's combination of ingredients generate the same potion results. This game is definitely for experienced gamers but it is one of the most beautifully striking games we own. This one definitely needs considerable table space though!",WyCNVFqDN2,4,I believe ...,deduction
35460,"Played much more online that with physical sets, I'm hesitant to try with just whoever due to the logic issues and not wanting to deal with mistakes that are easily made.",WyCNVFqDN2,4,Played muc...,deduction
35461,"My maiden voyage with this game was greatly enjoyable. I didn't really suss out all the mechanics until a couple of rounds in, but really appreciated the complexity and subtlety of the play. Looking forward to more of this.",WyCNVFqDN2,4,My maiden ...,deduction
